"year","time","rank","artist","album","song_title_clean","k_title","e_title","k_length","e_length","eng_label"
2020,1,60,"폴킴","정규 2집 `마음, 하나`","허전해","허전해","",3,0,0
2020,1,63,"염따 (YumDDa), 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉 (Simon Dominic)","Dingo X DAMOIM (Part 3)","중2병","중 병","",3,0,0
2020,1,66,"AOA","NEW MOON","날 보러 와요 (Come See Me)","날 보러 와요","",7,0,1
2020,1,67,"V.O.S","잘 살고 있다","잘 살고 있다","잘 살고 있다","",7,0,0
2020,1,70,"휘인 (Whee In)","soar","헤어지자","헤어지자","",4,0,0
2020,1,71,"염따 (YumDDa)","Amanda","Amanda","","Amanda",0,6,1
2020,1,73,"펀치 (Punch)","동백꽃 필 무렵 OST Part.6","영화 속에 나오는 주인공처럼","영화 속에 나오는 주인공처럼","",15,0,0
2020,1,74,"벤 (Ben)","헤어져줘서 고마워","헤어져줘서 고마워","헤어져줘서 고마워","",9,0,0
2020,1,76,"닐로 (Nilo)","벗","벗","벗","",1,0,0
2020,1,77,"MC몽","CHANNEL 8","샤넬","샤넬","",2,0,0
2020,1,79,"아이유 (IU)","Love poem","그 사람","그 사람","",4,0,0
2020,1,80,"첸 (CHEN)","사랑하는 그대에게 - The 2nd Mini Album","우리 어떻게 할까요","우리 어떻게 할까요","",10,0,0
2020,1,83,"백예린","Every letter I sent you.","Popo (How deep is our love?)","","Popo",0,4,1
2020,1,85,"백예린","Every letter I sent you.","310","","",0,0,0
2020,1,87,"이우","이별행동","이별행동","이별행동","",4,0,0
2020,1,90,"펀치 (Punch)","그때의 우리","그때의 우리","그때의 우리","",6,0,0
2020,1,92,"박진영","FEVER","FEVER","","FEVER",0,5,1
2020,1,94,"빈첸 (VINXEN)","텅","텅)","텅","",1,0,0
2020,1,96,"아이유 (IU)","Love poem","자장가","자장가","",3,0,0
2020,1,98,"TWICE","FANCY YOU","FANCY","","FANCY",0,5,1
2020,1,99,"한동근","나를 기다렸나요","나를 기다렸나요","나를 기다렸나요","",8,0,0
2020,1,100,"헤이즈 (Heize)","만추","떨어지는 낙엽까지도","떨어지는 낙엽까지도","",10,0,0
2020,1,102,"EXO","OBSESSION - The 6th Album","Trouble","","Trouble",0,7,1
2020,1,105,"지코 (ZICO)","THINKING Part 1","천둥벌거숭이","천둥벌거숭이","",6,0,0
2020,1,106,"ITZY (있지)","IT`z ICY","ICY","","ICY",0,3,1
2020,1,109,"ITZY (있지)","IT`z Different","달라달라","달라달라","",4,0,0
2020,1,110,"첸 (CHEN)","사월, 그리고 꽃 - The 1st Mini Album","사월이 지나면 우리 헤어져요 (Beautiful goodbye)","사월이 지나면 우리 헤어져요","",15,0,1
2020,1,112,"EXO","OBSESSION - The 6th Album","춤 (Groove)","춤","",1,0,1
2020,1,113,"펀치 (Punch)","호텔 델루나 OST Part.12","Done For Me","","Done For Me",0,11,1
2020,1,114,"허각","이별은 늘 그렇게","이별은 늘 그렇게 (Duet. 정은지)","이별은 늘 그렇게","",9,0,1
2020,1,117,"엔플라잉 (N.Flying)","FLY HIGH PROJECT #2 `옥탑방`","옥탑방","옥탑방","",3,0,0
2020,1,118,"유산슬","뽕포유","합정역 5번 출구","합정역  번 출구","",9,0,0
2020,1,119,"청하","Flourishing","Snapping","","Snapping",0,8,1
2020,1,121,"벤 (Ben)","호텔 델루나 OST Part.9","내 목소리 들리니","내 목소리 들리니","",9,0,0
2020,1,122,"EXO","OBSESSION - The 6th Album","지킬 (Jekyll)","지킬","",2,0,1
2020,1,127,"멜로망스(Melomance)","인사","인사","인사","",2,0,0
2020,1,128,"Red Velvet","`The ReVe Festival` Finale","In & Out","","In   Out",0,8,1
2020,1,129,"EXO","OBSESSION - The 6th Album","오늘도 (Day After Day)","오늘도","",3,0,1
2020,1,130,"이우","내 안부","내 안부","내 안부","",4,0,0
2020,1,131,"기리보이(Giriboy)","100년제전문대학","아퍼","아퍼","",2,0,0
2020,1,133,"EXO","OBSESSION - The 6th Album","Non Stop","","Non Stop",0,8,1
2020,1,134,"펀치 (Punch)","가끔 이러다","가끔 이러다","가끔 이러다","",6,0,0
2020,1,135,"EXO","OBSESSION - The 6th Album","Baby You Are","","Baby You Are",0,12,1
2020,1,136,"창모 (CHANGMO)","Boyhood","REMEDY)","","REMEDY",0,6,1
2020,1,137,"모모랜드 (MOMOLAND)","Thumbs Up","Thumbs Up","","Thumbs Up",0,9,1
2020,1,143,"송이한","안녕이라는 말","안녕이라는 말","안녕이라는 말","",7,0,0
2020,1,144,"자이언티(Zion.T)","5월의 밤","5월의 밤","월의 밤","",4,0,0
2020,1,147,"MC몽","CHANNEL 8","내 생애 가장 행복한 시간 Part.2","내 생애 가장 행복한 시간","Part",14,4,1
2020,1,149,"폴킴","초록빛","초록빛","초록빛","",3,0,0
2020,1,153,"백예린","Our love is great","그건 아마 우리의 잘못은 아닐 거야","그건 아마 우리의 잘못은 아닐 거야","",19,0,0
2020,1,159,"다이나믹 듀오 (Dynamic Duo)","OFF DUTY","맵고짜고단거","맵고짜고단거","",6,0,0
2020,1,161,"기리보이(Giriboy)","호랑이소굴","호랑이소굴","호랑이소굴","",5,0,0
2020,1,168,"창모 (CHANGMO)","돈 벌 시간 2","아름다워","아름다워","",4,0,0
2020,1,170,"비와이(BewhY)","The Movie Star","가라사대","가라사대","",4,0,0
2020,1,177,"창모 (CHANGMO)","닿는 순간","Selfmade Orange","","Selfmade Orange",0,15,1
2020,1,178,"선미","날라리 (LALALAY)","날라리 (LALALAY)","날라리","",3,0,1
2020,1,179,"블랙넛 (Black Nut), 한요한, 스윙스","Cumpilation","그라타타","그라타타","",4,0,0
2020,1,180,"스윙스(Swings), Kid Milli, 매드 클라운","쇼미더머니 8 Episode 1","담아","담아","",2,0,0
2020,1,182,"지코 (ZICO)","THINKING Part 1","사람","사람","",2,0,0
2020,1,187,"염따 (YumDDa)","Dingo X 염따","돈 Call Me","돈","Call Me",1,7,1
2020,1,189,"크러쉬 (CRUSH)","나빠(NAPPA)","나빠(NAPPA)","나빠","",2,0,1
2020,1,191,"먼데이 키즈 (Monday Kiz), 펀치 (Punch)","호텔 델루나 OST Part.1","Another Day","","Another Day",0,11,1
2020,1,196,"백예린","Every letter I sent you.","Rest","","Rest",0,4,1
2020,2,1,"창모 (CHANGMO)","Boyhood","METEOR","","METEOR",0,6,1
2020,2,2,"Red Velvet","`The ReVe Festival` Finale","Psycho","","Psycho",0,6,1
2020,2,3,"아이유 (IU)","Love poem","Blueming","","Blueming",0,8,1
2020,2,5,"노을","늦은 밤 너의 집 앞 골목길에서","늦은 밤 너의 집 앞 골목길에서","늦은 밤 너의 집 앞 골목길에서","",17,0,0
2020,2,6,"마마무 (Mamamoo)","reality in BLACK","HIP","","HIP",0,3,1
2020,2,8,"AKMU (악뮤)","항해","어떻게 이별까지 사랑하겠어, 널 사랑하는 거지","어떻게 이별까지 사랑하겠어  널 사랑하는 거지","",25,0,0
2020,2,9,"아이유 (IU)","Love poem","Love poem","","Love poem",0,9,1
2020,2,13,"다비치","나의 오랜 연인에게","나의 오랜 연인에게","나의 오랜 연인에게","",10,0,0
2020,2,14,"창모 (CHANGMO)","Boyhood","빌었어","빌었어","",3,0,0
2020,2,15,"폴킴","호텔 델루나 OST Part.10","안녕","안녕","",2,0,0
2020,2,16,"마크툽 (Maktub)","Red Moon : To You My Light","오늘도 빛나는 너에게","오늘도 빛나는 너에게","",11,0,0
2020,2,23,"윤하","UNSTABLE MINDSET","먹구름","먹구름","",3,0,0
2020,2,29,"황인욱","포장마차","포장마차","포장마차","",4,0,0
2020,2,32,"송하예","니 소식","니 소식","니 소식","",4,0,0
2020,2,37,"거미","호텔 델루나 OST Part.7","기억해줘요 내 모든 날과 그때를","기억해줘요 내 모든 날과 그때를","",17,0,0
2020,2,40,"창모, Hash Swan, ASH ISLAND, 김효은","BAND","BAND","","BAND",0,4,1
2020,2,48,"윤하","UNSTABLE MINDSET","WINTER FLOWER","","WINTER FLOWER",0,13,1
2020,2,49,"태연 (TAEYEON)","호텔 델루나 OST Part.3","그대라는 시","그대라는 시","",6,0,0
2020,2,50,"태연 (TAEYEON)","사계 (Four Seasons)","사계 (Four Seasons)","사계","",2,0,1
2020,2,51,"TWICE","Feel Special","Feel Special","","Feel Special",0,12,1
2020,2,54,"염따 (YumDDa), 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉 (Simon Dominic)","Dingo X DAMOIM (Part 4)","달려","달려","",2,0,0
2020,2,57,"케이시 (Kassy)","Rewind","가을밤 떠난 너","가을밤 떠난 너","",8,0,0
2020,2,62,"다비치","너에게 못했던 내 마지막 말은","너에게 못했던 내 마지막 말은","너에게 못했던 내 마지막 말은","",16,0,0
2020,2,67,"에이치코드 (H:CODE)","두 번째 이야기","꿈속에 너","꿈속에 너","",5,0,0
2020,2,70,"10cm","호텔 델루나 OST Part.2","나의 어깨에 기대어요","나의 어깨에 기대어요","",11,0,0
2020,2,78,"케이시 (Kassy)","그때가 좋았어","그때가 좋았어","그때가 좋았어","",7,0,0
2020,2,80,"김나영","솔직하게 말해서 나","솔직하게 말해서 나","솔직하게 말해서 나","",10,0,0
2020,2,89,"유산슬","뽕포유","사랑의 재개발","사랑의 재개발","",7,0,0
2020,2,98,"TWICE","FANCY YOU","FANCY","","FANCY",0,5,1
2020,2,102,"EXO","OBSESSION - The 6th Album","Trouble","","Trouble",0,7,1
2020,2,104,"SF9 (에스에프나인)","FIRST COLLECTION","Good Guy","","Good Guy",0,8,1
2020,2,105,"EXO","OBSESSION - The 6th Album","나비효과 (Butterfly Effect)","나비효과","",4,0,1
2020,2,109,"ITZY (있지)","IT`z Different","달라달라","달라달라","",4,0,0
2020,2,119,"헤이즈 (Heize)","호텔 델루나 OST Part.5","내 맘을 볼 수 있나요","내 맘을 볼 수 있나요","",12,0,0
2020,2,122,"EXO","OBSESSION - The 6th Album","지킬 (Jekyll)","지킬","",2,0,1
2020,2,123,"정효빈","가끔은","가끔은","가끔은","",3,0,0
2020,2,130,"EXO","OBSESSION - The 6th Album","Ya Ya Ya","","Ya Ya Ya",0,8,1
2020,2,135,"EXO","OBSESSION - The 6th Album","Baby You Are","","Baby You Are",0,12,1
2020,2,145,"윤하","STABLE MINDSET","비가 내리는 날에는","비가 내리는 날에는","",10,0,0
2020,2,146,"윤하","UNSTABLE MINDSET","다음에 봐","다음에 봐","",5,0,0
2020,2,159,"윤하","UNSTABLE MINDSET","스무살 어느 날","스무살 어느 날","",8,0,0
2020,2,170,"윤하","UNSTABLE MINDSET","26","","",0,0,0
2020,2,191,"화사(Hwa Sa)","멍청이(twit)","멍청이(twit)","멍청이","",3,0,1
2020,3,1,"지코 (ZICO)","아무노래","아무노래","아무노래","",4,0,0
2020,3,4,"백예린","사랑의 불시착 OST Part 4","다시 난, 여기","다시 난  여기","",8,0,0
2020,3,15,"백현 (BAEKHYUN)","낭만닥터 김사부 2 OST Part.1","너를 사랑하고 있어","너를 사랑하고 있어","",10,0,0
2020,3,20,"태연 (TAEYEON)","Purpose - The 2nd Album Repackage","내게 들려주고 싶은 말 (Dear Me)","내게 들려주고 싶은 말","",12,0,1
2020,3,38,"pH-1","Nerdy Love","Nerdy Love","","Nerdy Love",0,10,1
2020,3,84,"우디(Woody)","지구는 멸망하지 않아","지구는 멸망하지 않아","지구는 멸망하지 않아","",11,0,0
2020,3,105,"지코 (ZICO)","THINKING Part 1","천둥벌거숭이","천둥벌거숭이","",6,0,0
2020,3,114,"10cm","사랑의 불시착 OST Part 1","우연인 듯 운명","우연인 듯 운명","",8,0,0
2020,3,115,"태연 (TAEYEON)","Purpose - The 2nd Album Repackage","너를 그리는 시간 (Drawing Our Moments)","너를 그리는 시간","",9,0,1
2020,3,116,"볼빨간사춘기 (BOL4), 바닐라 어쿠스틱, 스웨덴세탁소, 스무살, 레터플로우, 김지수, WH3N(웬), 보라미유, 최유리","쇼파르뮤직 컴필레이션 Vol.3 `어색한 사이`","어색한 사이","어색한 사이","",6,0,0
2020,3,117,"태연 (TAEYEON)","Purpose - The 2nd Album Repackage","월식 (My Tragedy)","월식","",2,0,1
2020,3,191,"우디(Woody)","이 노래가 클럽에서 나온다면","이 노래가 클럽에서 나온다면","이 노래가 클럽에서 나온다면","",15,0,0
2020,4,1,"지코 (ZICO)","아무노래","아무노래","아무노래","",4,0,0
2020,4,7,"BTS","MAP OF THE SOUL : 7","Black Swan","","Black Swan",0,10,1
2020,4,12,"폴킴, 청하","Loveship","Loveship","","Loveship",0,8,1
2020,4,29,"BTS","YOU NEVER WALK ALONE","봄날","봄날","",2,0,0
2020,4,37,"BTS","MAP OF THE SOUL : PERSONA","소우주 (Mikrokosmos)","소우주","",3,0,1
2020,4,58,"솔라, 케이시 (Kassy)","이 노랜 꽤 오래된 거야 (A song from the past)","이 노랜 꽤 오래된 거야 (A song from the past)","이 노랜 꽤 오래된 거야","",13,0,1
2020,4,70,"BTS","MAP OF THE SOUL : PERSONA","Make It Right","","Make It Right",0,13,1
2020,4,73,"찬열 (CHANYEOL), 펀치 (Punch)","낭만닥터 김사부 2 OST Part.3","Go away go away","","Go away go away",0,15,1
2020,4,78,"BTS","MAP OF THE SOUL : PERSONA","Dionysus","","Dionysus",0,8,1
2020,4,94,"스탠딩 에그(Standing Egg)","헤어져야 사랑을 알죠","헤어져야 사랑을 알죠","헤어져야 사랑을 알죠","",11,0,0
2020,4,105,"헤이즈 (Heize)","낭만닥터 김사부 2 OST Part.4","다 그렇지 뭐","다 그렇지 뭐","",7,0,0
2020,4,119,"홍진영","Lots of Love","오늘 밤에","오늘 밤에","",5,0,0
2020,4,132,"박효신 (朴孝信)","Goodbye","Goodbye","","Goodbye",0,7,1
2020,4,146,"프리스타일 (Free Style)","2007 Memories","Y","","Y",0,1,1
2020,4,193,"ASH ISLAND","ASH","Paranoid","","Paranoid",0,8,1
2020,5,1,"지코 (ZICO)","아무노래","아무노래","아무노래","",4,0,0
2020,5,15,"젝스키스","ALL FOR YOU","ALL FOR YOU","","ALL FOR YOU",0,11,1
2020,5,85,"이해리","from h","우는 법을 잊어버렸나요","우는 법을 잊어버렸나요","",12,0,0
2020,5,96,"가비엔제이 (Gavy NJ)","신촌에 왔어","신촌에 왔어","신촌에 왔어","",6,0,0
2020,5,101,"마마무 (Mamamoo)","낭만닥터 김사부 2 OST Part.6","자꾸 더 보고싶은 사람","자꾸 더 보고싶은 사람","",12,0,0
2020,5,105,"다이나믹 듀오 (Dynamic Duo), 첸 (CHEN)","혼자","혼자","혼자","",2,0,0
2020,5,111,"양다일","낭만닥터 김사부 2 OST Part.5","사랑 이토록 어려운 말","사랑 이토록 어려운 말","",12,0,0
2020,5,117,"혁오 (hyukoh)","사랑으로","Help","","Help",0,4,1
2020,5,185,"임한별","좋은 사랑이었다","좋은 사랑이었다","좋은 사랑이었다","",8,0,0
2020,5,188,"슈퍼주니어 (Super Junior)","TIMELESS - The 9th Album Repackage","2YA2YAO!","","YA YAO",0,6,1
2020,5,191,"에일리, 정승환","이별이야기 in 불청외전 외불러","이별이야기 (Live Ver.)","이별이야기","",5,0,1
2020,6,1,"지코 (ZICO)","아무노래","아무노래","아무노래","",4,0,0
2020,6,13,"BTS","MAP OF THE SOUL : PERSONA","작은 것들을 위한 시","작은 것들을 위한 시","",11,0,0
2020,6,15,"젝스키스","ALL FOR YOU","ALL FOR YOU","","ALL FOR YOU",0,11,1
2020,6,27,"김재환","안녕","안녕","안녕","",2,0,0
2020,6,32,"여자친구 (GFRIEND)","回:LABYRINTH","교차로 (Crossroads)","교차로","",3,0,1
2020,6,50,"세정","사랑의 불시착 OST Part 8","나의 모든 날","나의 모든 날","",7,0,0
2020,6,90,"윤건","하루에도 열두 번","하루에도 열두 번","하루에도 열두 번","",9,0,0
2020,6,96,"문별","낯선날","낯선날 (Weird Day)","낯선날","",3,0,1
2020,6,100,"먼데이 키즈 (Monday Kiz)","낭만닥터 김사부 2 OST Part.7","모르시죠","모르시죠","",4,0,0
2020,6,114,"청하","낭만닥터 김사부 2 OST Part.8","나의 그대","나의 그대","",5,0,0
2020,7,1,"지코 (ZICO)","아무노래","아무노래","아무노래","",4,0,0
2020,7,3,"크러쉬 (CRUSH)","사랑의 불시착 OST Part 10","둘만의 세상으로 가","둘만의 세상으로 가","",10,0,0
2020,7,13,"BTS","MAP OF THE SOUL : PERSONA","작은 것들을 위한 시","작은 것들을 위한 시","",11,0,0
2020,7,16,"마크툽 (Maktub)","Red Moon : To You My Light","오늘도 빛나는 너에게","오늘도 빛나는 너에게","",11,0,0
2020,7,29,"마크툽 (Maktub)","Red Moon : Happiness","마음이 말하는 행복","마음이 말하는 행복","",10,0,0
2020,7,30,"V.O.S","다시 만날까 봐","다시 만날까 봐","다시 만날까 봐","",8,0,0
2020,7,31,"V.O.S","잘 지내고 있는지 궁금해","잘 지내고 있는지 궁금해","잘 지내고 있는지 궁금해","",13,0,0
2020,7,35,"송가인","사랑의 불시착 OST Part 6","내 마음의 사진","내 마음의 사진","",8,0,0
2020,7,50,"거미","낭만닥터 김사부 2 OST Part.2","너의 하루는 좀 어때","너의 하루는 좀 어때","",11,0,0
2020,7,100,"에이트 (8eight)","또 사랑에 속다","또 사랑에 속다","또 사랑에 속다","",8,0,0
2020,7,112,"한요한","반복","반복","반복","",2,0,0
2020,7,114,"10cm","사랑의 불시착 OST Part 1","우연인 듯 운명","우연인 듯 운명","",8,0,0
2020,7,123,"선미","엑스엑스 (XX) OST Part.1","가라고 (Gotta Go)","가라고","",3,0,1
2020,7,128,"iKON","i DECIDE","뛰어들게 (Dive)","뛰어들게","",4,0,1
2020,7,183,"길구봉구","쉬는 날","쉬는 날","쉬는 날","",4,0,0
2020,7,187,"에이프릴 세컨드 (April 2nd)","사랑의 불시착 OST Part 7","그리움의 언덕","그리움의 언덕","",7,0,0
2020,8,1,"아이유 (IU)","사랑의 불시착 OST Part 11","마음을 드려요","마음을 드려요","",7,0,0
2020,8,3,"IZ*ONE","BLOOM*IZ","FIESTA","","FIESTA",0,6,1
2020,8,18,"김재환","사랑의 불시착 OST Part 5","어떤 날엔","어떤 날엔","",5,0,0
2020,8,22,"윤미래 (T)","사랑의 불시착 OST Part 2","Flower","","Flower",0,6,1
2020,8,47,"다비치","사랑의 불시착 OST Part 3","노을","노을","",2,0,0
2020,8,110,"IZ*ONE","BLOOM*IZ","AYAYAYA","","AYAYAYA",0,7,1
2020,8,120,"IZ*ONE","BLOOM*IZ","SO CURIOUS","","SO CURIOUS",0,10,1
2020,8,125,"IZ*ONE","BLOOM*IZ","EYES","","EYES",0,4,1
2020,8,127,"IZ*ONE","BLOOM*IZ","DREAMLIKE","","DREAMLIKE",0,9,1
2020,8,130,"IZ*ONE","BLOOM*IZ","SPACESHIP","","SPACESHIP",0,9,1
2020,8,132,"IZ*ONE","BLOOM*IZ","언젠가 우리의 밤도 지나가겠죠","언젠가 우리의 밤도 지나가겠죠","",16,0,0
2020,8,134,"IZ*ONE","BLOOM*IZ","우연이 아니야","우연이 아니야","",7,0,0
2020,8,137,"벤 (Ben), CSP","보통의 연애","보통의 연애","보통의 연애","",6,0,0
2020,8,140,"문별","Dark Side of the Moon","달이 태양을 가릴 때 (Eclipse)","달이 태양을 가릴 때","",11,0,1
2020,8,141,"BTS","MAP OF THE SOUL : 7","Intro : Persona","","Intro   Persona",0,15,1
2020,8,144,"IZ*ONE","BLOOM*IZ","YOU & I","","YOU   I",0,7,1
2020,8,160,"박원","또한번 엔딩 Part.1","내 차례","내 차례","",4,0,0
2020,8,162,"IZ*ONE","BLOOM*IZ","DAYDREAM","","DAYDREAM",0,8,1
2020,8,164,"IZ*ONE","BLOOM*IZ","OPEN YOUR EYES","","OPEN YOUR EYES",0,14,1
2020,8,167,"IZ*ONE","BLOOM*IZ","PINK BLUSHER","","PINK BLUSHER",0,12,1
2020,8,170,"BTS","MAP OF THE SOUL : 7","Jamais Vu","","Jamais Vu",0,9,1
2020,9,1,"BTS","MAP OF THE SOUL : 7","ON","","ON",0,2,1
2020,9,6,"BTS","MAP OF THE SOUL : 7","00:00 (Zero O`Clock)","","",0,0,1
2020,9,13,"BTS","MAP OF THE SOUL : 7","친구","친구","",2,0,0
2020,9,15,"BTS","MAP OF THE SOUL : 7","Filter","","Filter",0,6,1
2020,9,21,"BTS","MAP OF THE SOUL : 7","시차","시차","",2,0,0
2020,9,22,"BTS","MAP OF THE SOUL : 7","Moon","","Moon",0,4,1
2020,9,24,"BTS","MAP OF THE SOUL : 7","Inner Child","","Inner Child",0,11,1
2020,9,34,"BTS","MAP OF THE SOUL : 7","욱 (UGH!)","욱","",1,0,1
2020,9,36,"BTS","MAP OF THE SOUL : 7","Louder than bombs","","Louder than bombs",0,17,1
2020,9,38,"BTS","MAP OF THE SOUL : 7","We are Bulletproof : the Eternal","","We are Bulletproof   the Eternal",0,32,1
2020,9,40,"개코 (GAEKO)","바빠서","바빠서","바빠서","",3,0,0
2020,9,47,"BTS","MAP OF THE SOUL : 7","Respect","","Respect",0,7,1
2020,9,48,"BTS","MAP OF THE SOUL : 7","Interlude : Shadow","","Interlude   Shadow",0,18,1
2020,9,51,"BTS","MAP OF THE SOUL : 7","Outro : Ego","","Outro   Ego",0,11,1
2020,9,84,"이승철","달빛조각사 웹툰 OST Part.1","내가 많이 사랑해요","내가 많이 사랑해요","",10,0,0
2020,9,89,"씨야 (SeeYa)","See You Again","미친 사랑의 노래","미친 사랑의 노래","",9,0,0
2020,9,96,"동해 (DONGHAE)","HARMONY","HARMONY","","HARMONY",0,7,1
2020,9,150,"씨야 (SeeYa)","See You Again","구두","구두","",2,0,0
2020,9,167,"IZ*ONE","HEART*IZ","비올레타","비올레타","",4,0,0
2020,9,174,"씨야 (SeeYa)","See You Again","여인의 향기","여인의 향기","",6,0,0
2020,10,1,"지코 (ZICO)","아무노래","아무노래","아무노래","",4,0,0
2020,10,31,"청하","솔직히 지친다.newwav","솔직히 지친다","솔직히 지친다","",7,0,0
2020,10,69,"씨야 (SeeYa)","See You Again","사랑의 인사","사랑의 인사","",6,0,0
