year,time,rank,song_title,artist,album
2023,35,48,Stay,XXXXX,Stay
2023,35,49,민들레 (single ver.),우효 (OOHYO),민들레
2023,35,50,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,"잘 지내자, 우리 (여름날 우리 X 로이킴) OST"
2023,35,51,I Don`t Think That I Like Her,XXXXX,CHARLIE
2023,35,52,취중고백,김민석,취중고백
2023,35,53,물론,허각,물론
2023,35,54,미친 사랑의 노래,"김연지, DK",미친 사랑의 노래
2023,35,55,잠깐 시간 될까,이무진,잠깐 시간 될까
2023,35,56,Better Things,aespa,Better Things
2023,35,57,주저하는 연인들을 위해,잔나비,전설
2023,35,58,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호)
2023,35,59,That`s Hilarious,XXXXX,That`s Hilarious
2023,35,60,ISTJ,NCT DREAM,ISTJ - The 3rd Album
2023,35,61,Candy,NCT DREAM,Candy - Winter Special Mini Album
2023,35,62,사랑의 바보,제이세라 (J-Cera),사랑의 바보
2023,35,63,Love Me Again,V,Layover
2023,35,64,해요 (2022),#안녕,해요 (2022)
2023,35,65,첫 키스에 내 심장은 120BPM,경서,ONGOING
2023,35,66,Dynamite,BTS,Dynamite
2023,35,67,TOMBOY,(여자)아이들,I NEVER DIE
2023,35,68,Monologue,테이 (Tei),Monologue
2023,35,69,사랑..그게 뭔데,지아 (Zia),사랑..그게 뭔데
2023,35,70,Allergy,(여자)아이들,I feel
2023,35,71,Like Crazy,지민,FACE
2023,35,72,우리들의 블루스,임영웅,IM HERO
2023,35,73,That`s Not How This Works (feat. Dan + Shay),XXXXX,That`s Not How This Works
2023,35,74,Baggy Jeans,NCT U,Golden Age - The 4th Album
2023,35,75,언젠간 괜찮아질 이야기,"헤이즈 (Heize), 정승환",언젠간 괜찮아질 이야기
2023,35,76,빛이 나는 너에게,던 (DAWN),빛이 나는 너에게
2023,35,77,그라데이션,10cm,5.3
2023,35,78,Underwater,권은비,Lethality
2023,35,79,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해
2023,35,80,Nxde,(여자)아이들,I love
2023,35,81,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3
2023,35,82,Heaven(2023),임재현,시작은 첫키스 OST Part.1
2023,35,83,Sugarcoat (NATTY Solo),KISS OF LIFE,KISS OF LIFE
2023,35,84,봄날,BTS,YOU NEVER WALK ALONE
2023,35,85,다시 만날 수 있을까,임영웅,IM HERO
2023,35,86,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡
2023,35,87,Yogurt Shake,NCT DREAM,ISTJ - The 3rd Album
2023,35,88,KIDDING,이세계 아이돌,KIDDING
2023,35,89,NIGHT DANCER,imase,NIGHT DANCER
2023,35,90,Butter,BTS,Butter
2023,35,91,Dreamers (Feat. FIFA Sound),"정국, BTS",Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]
2023,35,92,In Bloom,ZEROBASEONE (제로베이스원),YOUTH IN THE SHADE
2023,35,93,Take Two,BTS,Take Two
2023,35,94,달빛에 그려지는,미연 ((여자)아이들),연인 OST Part.4
2023,35,95,ELEVEN,IVE (아이브),ELEVEN
2023,35,96,내가 아니라도,주호,내가 아니라도
2023,35,97,Seven (feat. Latto) - Explicit Ver.,정국,Seven - Explicit Ver.
2023,35,98,사람 Pt.2 (feat. 아이유),Agust D,사람 Pt.2
2023,35,99,アイドル,YOASOBI,アイドル OST
2023,35,100,Permission to Dance,BTS,Butter / Permission to Dance
2023,35,101,여섯 번째 여름,PLAVE,ASTERUM : The Shape of Things to Come
2023,35,102,When I Get Old,"Christopher, 청하",When I Get Old
2023,35,103,Shut Down,BLACKPINK,BORN PINK
2023,35,104,Broken Melodies,NCT DREAM,ISTJ - The 3rd Album
2023,35,105,KNOCK,이채연,Over The Moon
2023,35,106,무지개,임영웅,IM HERO
2023,35,107,찬란한 하루,멜로망스(Melomance),찬란한 하루
2023,35,108,Thirsty,aespa,MY WORLD - The 3rd Mini Album
2023,35,109,Get Up,NewJeans,2nd EP `Get Up`
2023,35,110,희재,성시경,국화꽃향기 OST
2023,35,111,나의 X에게,경서,나의 X에게
2023,35,112,한 페이지가 될 수 있게,DAY6,The Book of Us : Gravity
2023,35,113,Rainy Days,V,Layover
2023,35,114,Cookie,NewJeans,1st EP `New Jeans`
2023,35,115,첫사랑,백아,첫사랑
2023,35,116,그런 일은,Paul Blanco,그런 일은
2023,35,117,아버지,임영웅,IM HERO
2023,35,118,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),정이라고 하자
2023,35,119,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",A Giant Step
2023,35,120,Boat,죠지,Boat
2023,35,121,FEARLESS,LE SSERAFIM (르세라핌),FEARLESS
2023,35,122,Pink Venom,BLACKPINK,Pink Venom
2023,35,123,London Boy,임영웅,Polaroid
2023,35,124,Happiness,"허용별 (허각, 신용재, 임한별)",Happiness
2023,35,125,오르트구름,윤하,6th Album `END THEORY`
2023,35,126,밤편지,아이유 (IU),밤편지
2023,35,127,예뻤어,DAY6,Every DAY6 February
2023,35,128,Off My Face,XXXXX,Justice
2023,35,129,Polaroid,임영웅,Polaroid
2023,35,130,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),거리에서
2023,35,131,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),WSG워너비 1집
2023,35,132,Memories,RIIZE,Get A Guitar
2023,35,133,Love Me Like This,NMIXX,expergo
2023,35,134,인생찬가,임영웅,IM HERO
2023,35,135,2002,XXXXX,Speak Your Mind (Deluxe)
2023,35,136,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),스트릿 맨 파이터(SMF) Original Vol.3 (계급미션)
2023,35,137,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),좋은 밤 좋은 꿈
2023,35,138,폼미쳤다,영탁,FORM
2023,35,139,연모(戀慕),양요섭,연인 OST Part.5
2023,35,140,Say I Love You,우디(Woody),Say I Love You (Re : WIND 4MEN Vol.04)
2023,35,141,I Don`t Think That I Like Her,XXXXX,I Don`t Think That I Like Her
2023,35,142,겁도 없이 (feat. BIG Naughty),B.I,TO DIE FOR
2023,35,143,사랑하지 않아서 그랬니,지아 (Zia),사랑하지 않아서 그랬니
2023,35,144,밤하늘의 별을(2020),경서,밤하늘의 별을(2020)
2023,35,145,I`m Not The Only One,XXXXX,In The Lonely Hour
2023,35,146,A bientot,임영웅,IM HERO
2023,35,147,"10,000 Hours",XXXXX,"10,000 Hours"
2023,35,148,CHRISTIAN,Zior Park,WHERE DOES SASQUATCH LIVE? PART 1
2023,35,149,나의 바람 (Wind And Wish),비투비 (BTOB),WIND AND WISH
2023,35,150,Next Level,aespa,Next Level
2023,35,151,on the street (with J. Cole),"j-hope, J. Cole",on the street (with J. Cole)
2023,35,152,손이 참 곱던 그대,임영웅,IM HERO
2023,35,153,Bye bye my blue,백예린,Bye bye my blue
2023,35,154,사랑해 진짜,임영웅,IM HERO
2023,35,155,One Call Away,XXXXX,Nine Track Mind (Deluxe)
2023,35,156,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비,MONKEY HOTEL
2023,35,157,Paris In The Rain,XXXXX,I met you when I was 18. (the playlist)
2023,35,158,Square (2017),백예린,Every letter I sent you.
2023,35,159,연애편지,임영웅,IM HERO
2023,35,160,Love Yourself,XXXXX,Purpose (Deluxe Edition)
2023,35,161,Cream Soda,EXO,EXIST - The 7th Album
2023,35,162,사랑하기 싫어,지아 (Zia),사랑하기 싫어
2023,35,163,그리워하다,비투비 (BTOB),Brother Act.
2023,35,164,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize),/// (너 먹구름 비)
2023,35,165,Roller Coaster,NMIXX,A Midsummer NMIXX`s Dream
2023,35,166,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)) OST
2023,35,167,보금자리,임영웅,IM HERO
2023,35,168,거리에서,성시경,The Ballads
2023,35,169,도깨비불 (Illusion),aespa,Girls - The 2nd Mini Album
2023,35,170,Shape of You,XXXXX,÷ (Deluxe)
2023,35,171,특,Stray Kids (스트레이 키즈),★★★★★ (5-STAR)
2023,35,172,Left and Right (Feat. Jung Kook of BTS),"XXXXX, 정국, BTS",Left and Right
2023,35,173,쉿 (Shhh),KISS OF LIFE,KISS OF LIFE
2023,35,174,첫눈처럼 너에게 가겠다,에일리 (Ailee),도깨비 OST Part 9
2023,35,175,CXXXXX Summer,Taylor Swift,Lover
2023,35,176,INVU,태연 (TAEYEON),INVU - The 3rd Album
2023,35,177,Weekend,태연 (TAEYEON),Weekend
2023,35,178,선물,멜로망스(Melomance),Moonlight
2023,35,179,낭만젊음사랑,이세계,날 위해 울어줘 / 낭만젊음사랑
2023,35,180,어른,Sondia,나의 아저씨 OST Part 2
2023,35,181,마지막처럼,BLACKPINK,마지막처럼
2023,35,182,예뻤어 (여름날 우리 X 김민석 (멜로망스)),김민석,예뻤어 (여름날 우리 X 김민석 (멜로망스)) OST
2023,35,183,부동의 첫사랑,10cm,5.4 [부동의 첫사랑]
2023,35,184,안녕이라고 말하지마,V.O.S,안녕이라고 말하지마
2023,35,185,Love U Like That,XXXXX,Love U Like That
2023,35,186,"Rainy day (Feat. ASH ISLAND, Skinny Brown)",PATEKO (파테코),Rainy day
2023,35,187,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),Red Moon : To You My Light
2023,35,188,다시 사랑한다면 (니글니글 버터플라이),김필,복면가왕 47회
2023,35,189,여행,볼빨간사춘기 (BOL4),Red Diary Page.2
2023,35,190,그중에 그대를 만나,김호중,삼남매가 용감하게 OST Part.1
2023,35,191,DINOSAUR,AKMU (악뮤),SUMMER EPISODE
2023,35,192,신호등,이무진,신호등
2023,35,193,LOVE me,BE`O (비오),LOVE me
2023,35,194,독백,정동원,독백
2023,35,195,내 기쁨은 너가 벤틀리를 끄는 거야,김승민,PROTOTYPE RESEARCH #0063
2023,35,196,Attention,XXXXX,Voicenotes
2023,35,197,드라마,아이유 (IU),조각집
2023,35,198,Loving You Girl (Feat. Hkeem),Peder Elias,Loving You Girl
2023,35,199,BETELGEUSE,Yuuri,BETELGEUSE
2023,35,200,Killin` Me Good,지효 (TWICE),ZONE
2023,36,1,Love Lee,AKMU (악뮤),Love Lee
2023,36,2,Seven (feat. Latto) - Clean Ver.,정국,Seven - Clean Ver.
2023,36,3,Super Shy,NewJeans,`Super Shy`
2023,36,4,ETA,NewJeans,2nd EP `Get Up`
2023,36,5,헤어지자 말해요,박재정,1집 Alone
2023,36,6,Fast Forward,전소미,GAME PLAN
2023,36,7,후라이의 꿈,AKMU (악뮤),Love Lee
2023,36,8,I AM,IVE (아이브),I`ve IVE
2023,36,9,퀸카 (Queencard),(여자)아이들,I feel
2023,36,10,사막에서 꽃을 피우듯,우디(Woody),사막에서 꽃을 피우듯
2023,36,11,Bubble,STAYC(스테이씨),TEENFRESH
2023,36,12,Steal The Show (From “엘리멘탈”),XXXXX,Steal The Show (From “엘리멘탈”) OST
2023,36,13,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),UNFORGIVEN
2023,36,14,Hype boy,NewJeans,1st EP `New Jeans`
2023,36,15,Spicy,aespa,MY WORLD - The 3rd Mini Album
2023,36,16,New Jeans,NewJeans,`Super Shy`
2023,36,17,"Smoke (Prod. Dynamicduo, Padi)","다이나믹 듀오 (Dynamic Duo), 이영지",스트릿 우먼 파이터2(SWF2) 계급미션
2023,36,18,Ditto,NewJeans,`OMG`
2023,36,19,Kitsch,IVE (아이브),Kitsch
2023,36,20,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),UNFORGIVEN
2023,36,21,Summer (Feat. BE`O (비오)),Paul Blanco,Summer
2023,36,22,CAKE,ITZY (있지),KILL MY DOUBT
2023,36,23,사건의 지평선,윤하,6th Album Repackage `END THEORY : Final Edition`
2023,36,24,Attention,NewJeans,1st EP `New Jeans`
2023,36,25,OMG,NewJeans,`OMG`
2023,36,26,After LIKE,IVE (아이브),After LIKE
2023,36,27,Cool With You,NewJeans,2nd EP `Get Up`
2023,36,28,LOVE DIVE,IVE (아이브),LOVE DIVE
2023,36,29,Still With You,정국,Still With You
2023,36,30,나에게 그대만이,탑현,나에게 그대만이
2023,36,31,Teddy Bear,STAYC(스테이씨),Teddy Bear
2023,36,32,손오공,세븐틴,10th Mini Album `FML`
2023,36,33,Dangerously,XXXXX,Nine Track Mind (Deluxe)
2023,36,34,너의 모든 순간,성시경,별에서 온 그대 OST Part 7
2023,36,35,I WANT,IVE (아이브),I WANT
2023,36,36,심(心),DK,심(心)
2023,36,37,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,"잘 지내자, 우리 (여름날 우리 X 로이킴) OST"
2023,36,38,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY,1st Mini Album [Rose Blossom]
2023,36,39,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2
2023,36,40,꽃,지수 (JISOO),ME
2023,36,41,Love Me Again,V,Layover
2023,36,42,사랑인가 봐,멜로망스(Melomance),사랑인가 봐 (사내맞선 OST 스페셜 트랙)
2023,36,43,사실말야내가말야그게그러니까말이야,케이시 (Kassy),사실말야내가말야그게그러니까말이야
2023,36,44,Click Like (Prod. Crush) (Feat. Paul Blanco),크러쉬 (CRUSH),스트릿 우먼 파이터2(SWF2) 계급미션
2023,36,45,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해
2023,36,46,모래 알갱이,임영웅,모래 알갱이
2023,36,47,Cupid,FIFTY FIFTY,The Beginning: Cupid
2023,36,48,Stay,XXXXX,Stay
2023,36,49,사랑하지 않아서 그랬어,임한별,사랑하지 않아서 그랬어
2023,36,50,ANTIFRAGILE,LE SSERAFIM (르세라핌),ANTIFRAGILE
2023,36,51,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),1st Single Album `SECOND WIND`
2023,36,52,여름이 들려 (Summer Comes),오마이걸 (OH MY GIRL),Golden Hourglass
2023,36,53,ASAP,NewJeans,2nd EP `Get Up`
2023,36,54,취중고백,김민석,취중고백
2023,36,55,Better Things,aespa,Better Things
2023,36,56,Slow Dancing,V,Layover
2023,36,57,Baggy Jeans,NCT U,Golden Age - The 4th Album
2023,36,58,I Don`t Think That I Like Her,XXXXX,CHARLIE
2023,36,59,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호)
2023,36,60,주저하는 연인들을 위해,잔나비,전설
2023,36,61,물론,허각,물론
2023,36,62,미친 사랑의 노래,"김연지, DK",미친 사랑의 노래
2023,36,63,민들레 (single ver.),우효 (OOHYO),민들레
2023,36,64,잠깐 시간 될까,이무진,잠깐 시간 될까
2023,36,65,사랑의 바보,제이세라 (J-Cera),사랑의 바보
2023,36,66,That`s Hilarious,XXXXX,That`s Hilarious
2023,36,67,Candy,NCT DREAM,Candy - Winter Special Mini Album
2023,36,68,해요 (2022),#안녕,해요 (2022)
2023,36,69,ISTJ,NCT DREAM,ISTJ - The 3rd Album
2023,36,70,TOMBOY,(여자)아이들,I NEVER DIE
2023,36,71,Dynamite,BTS,Dynamite
2023,36,72,첫 키스에 내 심장은 120BPM,경서,ONGOING
2023,36,73,Monologue,테이 (Tei),Monologue
2023,36,74,우리들의 블루스,임영웅,IM HERO
2023,36,75,사랑..그게 뭔데,지아 (Zia),사랑..그게 뭔데
2023,36,76,I Love My Body,화사(Hwa Sa),I Love My Body
2023,36,77,Allergy,(여자)아이들,I feel
2023,36,78,Like Crazy,지민,FACE
2023,36,79,달빛에 그려지는,미연 ((여자)아이들),연인 OST Part.4
2023,36,80,그라데이션,10cm,5.3
2023,36,81,That`s Not How This Works (feat. Dan + Shay),XXXXX,That`s Not How This Works
2023,36,82,빛이 나는 너에게,던 (DAWN),빛이 나는 너에게
2023,36,83,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3
2023,36,84,Rainy Days,V,Layover
2023,36,85,KIDDING,이세계 아이돌,KIDDING
2023,36,86,Nxde,(여자)아이들,I love
2023,36,87,Underwater,권은비,Lethality
2023,36,88,봄날,BTS,YOU NEVER WALK ALONE
2023,36,89,Heaven(2023),임재현,시작은 첫키스 OST Part.1
2023,36,90,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡
2023,36,91,Yogurt Shake,NCT DREAM,ISTJ - The 3rd Album
2023,36,92,Butter,BTS,Butter
2023,36,93,다시 만날 수 있을까,임영웅,IM HERO
2023,36,94,Sugarcoat (NATTY Solo),KISS OF LIFE,KISS OF LIFE
2023,36,95,Dreamers (Feat. FIFA Sound),"정국, BTS",Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]
2023,36,96,In Bloom,ZEROBASEONE (제로베이스원),YOUTH IN THE SHADE
2023,36,97,Take Two,BTS,Take Two
2023,36,98,사람 Pt.2 (feat. 아이유),Agust D,사람 Pt.2
2023,36,99,Memories,RIIZE,Get A Guitar
2023,36,100,NIGHT DANCER,imase,NIGHT DANCER
2023,36,101,Get A Guitar,RIIZE,Get A Guitar
2023,36,102,Permission to Dance,BTS,Butter / Permission to Dance
2023,36,103,ELEVEN,IVE (아이브),ELEVEN
2023,36,104,내가 아니라도,주호,내가 아니라도
2023,36,105,그런 일은,Paul Blanco,그런 일은
2023,36,106,언젠간 괜찮아질 이야기,"헤이즈 (Heize), 정승환",언젠간 괜찮아질 이야기
2023,36,107,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),거리에서
2023,36,108,Seven (feat. Latto) - Explicit Ver.,정국,Seven - Explicit Ver.
2023,36,109,When I Get Old,"Christopher, 청하",When I Get Old
2023,36,110,アイドル,YOASOBI,アイドル OST
2023,36,111,Shut Down,BLACKPINK,BORN PINK
2023,36,112,DINOSAUR,AKMU (악뮤),SUMMER EPISODE
2023,36,113,한 페이지가 될 수 있게,DAY6,The Book of Us : Gravity
2023,36,114,무지개,임영웅,IM HERO
2023,36,115,나의 X에게,경서,나의 X에게
2023,36,116,폼미쳤다,영탁,FORM
2023,36,117,트월ㅋ (Prod. Czaer),"미연 ((여자)아이들), 우기 ((여자)아이들)",스트릿 우먼 파이터2(SWF2) 계급미션
2023,36,118,KNOCK,이채연,Over The Moon
2023,36,119,희재,성시경,국화꽃향기 OST
2023,36,120,아버지,임영웅,IM HERO
2023,36,121,예뻤어,DAY6,Every DAY6 February
2023,36,122,Cookie,NewJeans,1st EP `New Jeans`
2023,36,123,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),정이라고 하자
2023,36,124,첫사랑,백아,첫사랑
2023,36,125,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",A Giant Step
2023,36,126,밤편지,아이유 (IU),밤편지
2023,36,127,뭣 같아,BOYNEXTDOOR,WHY..
2023,36,128,London Boy,임영웅,Polaroid
2023,36,129,FEARLESS,LE SSERAFIM (르세라핌),FEARLESS
2023,36,130,Pink Venom,BLACKPINK,Pink Venom
2023,36,131,오르트구름,윤하,6th Album `END THEORY`
2023,36,132,Thirsty,aespa,MY WORLD - The 3rd Mini Album
2023,36,133,Happiness,"허용별 (허각, 신용재, 임한별)",Happiness
2023,36,134,Off My Face,XXXXX,Justice
2023,36,135,Polaroid,임영웅,Polaroid
2023,36,136,Boat,죠지,Boat
2023,36,137,KOOL,포레스텔라(Forestella),KOOL
2023,36,138,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),WSG워너비 1집
2023,36,139,인생찬가,임영웅,IM HERO
2023,36,140,2002,XXXXX,Speak Your Mind (Deluxe)
2023,36,141,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),스트릿 맨 파이터(SMF) Original Vol.3 (계급미션)
2023,36,142,찬란한 하루,멜로망스(Melomance),찬란한 하루
2023,36,143,Get Up,NewJeans,2nd EP `Get Up`
2023,36,144,I Don`t Think That I Like Her,XXXXX,I Don`t Think That I Like Her
2023,36,145,Love Me Like This,NMIXX,expergo
2023,36,146,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),좋은 밤 좋은 꿈
2023,36,147,Blue,V,Layover
2023,36,148,Say I Love You,우디(Woody),Say I Love You (Re : WIND 4MEN Vol.04)
2023,36,149,오랜 날 오랜 밤,AKMU (악뮤),사춘기 하 (思春記 下)
2023,36,150,밤하늘의 별을(2020),경서,밤하늘의 별을(2020)
2023,36,151,For Us,V,Layover
2023,36,152,Broken Melodies,NCT DREAM,ISTJ - The 3rd Album
2023,36,153,사랑하지 않아서 그랬니,지아 (Zia),사랑하지 않아서 그랬니
2023,36,154,Next Level,aespa,Next Level
2023,36,155,A bientot,임영웅,IM HERO
2023,36,156,나의 별이 돼주오,김필,연인 OST Part.6
2023,36,157,겁도 없이 (feat. BIG Naughty),B.I,TO DIE FOR
2023,36,158,200%,AKMU (악뮤),PLAY
2023,36,159,"10,000 Hours",XXXXX,"10,000 Hours"
2023,36,160,I`m Not The Only One,XXXXX,In The Lonely Hour
2023,36,161,on the street (with J. Cole),"j-hope, J. Cole",on the street (with J. Cole)
2023,36,162,손이 참 곱던 그대,임영웅,IM HERO
2023,36,163,사랑해 진짜,임영웅,IM HERO
2023,36,164,그리워하다,비투비 (BTOB),Brother Act.
2023,36,165,도깨비불 (Illusion),aespa,Girls - The 2nd Mini Album
2023,36,166,연애편지,임영웅,IM HERO
2023,36,167,Shape of You,XXXXX,÷ (Deluxe)
2023,36,168,선물,멜로망스(Melomance),Moonlight
2023,36,169,CHRISTIAN,Zior Park,WHERE DOES SASQUATCH LIVE? PART 1
2023,36,170,One Call Away,XXXXX,Nine Track Mind (Deluxe)
2023,36,171,Bye bye my blue,백예린,Bye bye my blue
2023,36,172,보금자리,임영웅,IM HERO
2023,36,173,나의 바람 (Wind And Wish),비투비 (BTOB),WIND AND WISH
2023,36,174,Love Yourself,XXXXX,Purpose (Deluxe Edition)
2023,36,175,Square (2017),백예린,Every letter I sent you.
2023,36,176,첫눈처럼 너에게 가겠다,에일리 (Ailee),도깨비 OST Part 9
2023,36,177,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비,MONKEY HOTEL
2023,36,178,거리에서,성시경,The Ballads
2023,36,179,어른,Sondia,나의 아저씨 OST Part 2
2023,36,180,마지막처럼,BLACKPINK,마지막처럼
2023,36,181,INVU,태연 (TAEYEON),INVU - The 3rd Album
2023,36,182,Left and Right (Feat. Jung Kook of BTS),"XXXXX, 정국, BTS",Left and Right
2023,36,183,내 기쁨은 너가 벤틀리를 끄는 거야,김승민,PROTOTYPE RESEARCH #0063
2023,36,184,사랑하기 싫어,지아 (Zia),사랑하기 싫어
2023,36,185,Give Love,AKMU (악뮤),PLAY
2023,36,186,Weekend,태연 (TAEYEON),Weekend
2023,36,187,CXXXXX Summer,Taylor Swift,Lover
2023,36,188,LOVE me,BE`O (비오),LOVE me
2023,36,189,낙하 (with 아이유),AKMU (악뮤),NEXT EPISODE
2023,36,190,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),Red Moon : To You My Light
2023,36,191,특,Stray Kids (스트레이 키즈),★★★★★ (5-STAR)
2023,36,192,Roller Coaster,NMIXX,A Midsummer NMIXX`s Dream
2023,36,193,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)) OST
2023,36,194,그중에 그대를 만나,김호중,삼남매가 용감하게 OST Part.1
2023,36,195,Paris In The Rain,XXXXX,I met you when I was 18. (the playlist)
2023,36,196,드라마,아이유 (IU),조각집
2023,36,197,아름다운 구속,NewJeans,너의 시간 속으로 OST
2023,36,198,신호등,이무진,신호등
2023,36,199,Loving You Girl (Feat. Hkeem),Peder Elias,Loving You Girl
2023,36,200,Cream Soda,EXO,EXIST - The 7th Album
2023,37,1,Love Lee,AKMU (악뮤),Love Lee
2023,37,2,"Smoke (Prod. Dynamicduo, Padi)","다이나믹 듀오 (Dynamic Duo), 이영지",스트릿 우먼 파이터2(SWF2) 계급미션
2023,37,3,Super Shy,NewJeans,`Super Shy`
2023,37,4,ETA,NewJeans,2nd EP `Get Up`
2023,37,5,Seven (feat. Latto) - Clean Ver.,정국,Seven - Clean Ver.
2023,37,6,후라이의 꿈,AKMU (악뮤),Love Lee
2023,37,7,Fast Forward,전소미,GAME PLAN
2023,37,8,헤어지자 말해요,박재정,1집 Alone
2023,37,9,I AM,IVE (아이브),I`ve IVE
2023,37,10,사막에서 꽃을 피우듯,우디(Woody),사막에서 꽃을 피우듯
2023,37,11,Bubble,STAYC(스테이씨),TEENFRESH
2023,37,12,퀸카 (Queencard),(여자)아이들,I feel
2023,37,13,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),UNFORGIVEN
2023,37,14,Steal The Show (From “엘리멘탈”),XXXXX,Steal The Show (From “엘리멘탈”) OST
2023,37,15,Hype boy,NewJeans,1st EP `New Jeans`
2023,37,16,I Love My Body,화사(Hwa Sa),I Love My Body
2023,37,17,Spicy,aespa,MY WORLD - The 3rd Mini Album
2023,37,18,New Jeans,NewJeans,`Super Shy`
2023,37,19,Ditto,NewJeans,`OMG`
2023,37,20,Kitsch,IVE (아이브),Kitsch
2023,37,21,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),UNFORGIVEN
2023,37,22,Summer (Feat. BE`O (비오)),Paul Blanco,Summer
2023,37,23,사건의 지평선,윤하,6th Album Repackage `END THEORY : Final Edition`
2023,37,24,Slow Dancing,V,Layover
2023,37,25,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,"잘 지내자, 우리 (여름날 우리 X 로이킴) OST"
2023,37,26,CAKE,ITZY (있지),KILL MY DOUBT
2023,37,27,Attention,NewJeans,1st EP `New Jeans`
2023,37,28,OMG,NewJeans,`OMG`
2023,37,29,After LIKE,IVE (아이브),After LIKE
2023,37,30,Love Me Again,V,Layover
2023,37,31,Click Like (Prod. Crush) (Feat. Paul Blanco),크러쉬 (CRUSH),스트릿 우먼 파이터2(SWF2) 계급미션
2023,37,32,나에게 그대만이,탑현,나에게 그대만이
2023,37,33,Still With You,정국,Still With You
2023,37,34,LOVE DIVE,IVE (아이브),LOVE DIVE
2023,37,35,너의 모든 순간,성시경,별에서 온 그대 OST Part 7
2023,37,36,심(心),DK,심(心)
2023,37,37,Good & Great,키 (KEY),Good & Great - The 2nd Mini Album
2023,37,38,Hello,재찬,1st Mini Album `JCFACTORY`
2023,37,39,Cool With You,NewJeans,2nd EP `Get Up`
2023,37,40,I WANT,IVE (아이브),I WANT
2023,37,41,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2
2023,37,42,Dangerously,XXXXX,Nine Track Mind (Deluxe)
2023,37,43,Teddy Bear,STAYC(스테이씨),Teddy Bear
2023,37,44,손오공,세븐틴,10th Mini Album `FML`
2023,37,45,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해
2023,37,46,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY,1st Mini Album [Rose Blossom]
2023,37,47,사랑인가 봐,멜로망스(Melomance),사랑인가 봐 (사내맞선 OST 스페셜 트랙)
2023,37,48,꽃,지수 (JISOO),ME
2023,37,49,Baggy Jeans,NCT U,Golden Age - The 4th Album
2023,37,50,Better Things,aespa,Better Things
2023,37,51,사실말야내가말야그게그러니까말이야,케이시 (Kassy),사실말야내가말야그게그러니까말이야
