year,time,rank,song_title,artist,album
2020,33,45,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),BTS,MAP OF THE SOUL : PERSONA
2020,33,46,마음을 드려요,아이유 (IU),사랑의 불시착 OST Part 11
2020,33,47,거짓말이라도 해서 널 보고싶어,백지영,거짓말이라도 해서 널 보고싶어
2020,33,48,Paris In The Rain,XXXXX,I met you when I was 18. (the playlist)
2020,33,49,Love poem,아이유 (IU),Love poem
2020,33,50,Maniac,XXXXX,Maniac
2020,33,51,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡
2020,33,52,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해
2020,33,53,두리쥬와 (Feat. S.B.N),유두래곤,두리쥬와 X LINDA X 신난다
2020,33,54,안녕,폴킴,호텔 델루나 OST Part.10
2020,33,55,덤더럼(Dumhdurum),에이핑크 (Apink),LOOK
2020,33,56,What You Waiting For,전소미,What You Waiting For
2020,33,57,화려하지 않은 고백,규현 (KYUHYUN),슬기로운 의사생활 OST Part 4
2020,33,58,ON,BTS,MAP OF THE SOUL : 7
2020,33,59,"너에게 난, 나에게 넌",미도와 파라솔,슬기로운 의사생활 OST Part 12
2020,33,60,오래된 노래,스탠딩 에그(Standing Egg),오래된 노래
2020,33,61,어떻게 지내 (답가),런치,어떻게 지내 (답가)
2020,33,62,그때 그 아인,김필,이태원 클라쓰 OST Part.6
2020,33,63,나가,"먼데이 키즈 (Monday Kiz), 이예준",나가
2020,33,64,환상동화 (Secret Story of the Swan),IZ*ONE,Oneiric Diary (幻想日記)
2020,33,65,돌덩이,하현우,이태원 클라쓰 OST Part.3
2020,33,66,아직 너의 시간에 살아,이수현,사이코지만 괜찮아 OST Part.4
2020,33,67,FIESTA,IZ*ONE,BLOOM*IZ
2020,33,68,첫 줄,신용재,Dear
2020,33,69,취했나봐,황인욱,취했나봐
2020,33,70,깡 Official Remix,"식케이, pH-1, 박재범, 김하온 (HAON)",깡 Official Remix
2020,33,71,WANNABE,ITZY (있지),IT`z ME
2020,33,72,비,폴킴,비
2020,33,73,HIP,마마무 (Mamamoo),reality in BLACK
2020,33,74,bad guy,XXXXX,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
2020,33,75,Painkiller,XXXXX,Painkiller
2020,33,76,반만,진민호,반만
2020,33,77,너를 만나,폴킴,너를 만나
2020,33,78,Stuck with U,XXXXX,Stuck with U
2020,33,79,내 눈물 모아,휘인 (Whee In),슬기로운 의사생활 OST Part 8
2020,33,80,그대 고운 내사랑,어반 자카파 (Urban Zakapa),슬기로운 의사생활 OST Part 5
2020,33,81,To Die For,XXXXX,To Die For
2020,33,82,찐이야,영탁,내일은 미스터트롯 결승전 베스트
2020,33,83,봄날,BTS,YOU NEVER WALK ALONE
2020,33,84,시든 꽃에 물을 주듯,HYNN(박혜원),시든 꽃에 물을 주듯
2020,33,85,Left & Right,세븐틴,7th Mini Album `헹가래`
2020,33,86,너를 사랑하고 있어,백현 (BAEKHYUN),낭만닥터 김사부 2 OST Part.1
2020,33,87,사랑이란 멜로는 없어,전상근,사랑이란 멜로는 없어
2020,33,88,Candy,백현 (BAEKHYUN),Delight - The 2nd Mini Album
2020,33,89,12:45 (Stripped),XXXXX,12:45 (Stripped)
2020,33,90,니가 왜 거기서 나와 (Narr. 고은아),영탁,니가 왜 거기서 나와
2020,33,91,포장마차,황인욱,포장마차
2020,33,92,조금 취했어 (Prod. 2soo),임재현,조금 취했어
2020,33,93,Error (Feat. Loopy),ASH ISLAND,Error
2020,33,94,어느 60대 노부부이야기,임영웅,내일은 미스터트롯 트롯 에이드 베스트
2020,33,95,오늘따라 비가 와서 그런가 봐,솔지,오늘따라 비가 와서 그런가 봐
2020,33,96,바램,임영웅,내일은 미스터트롯 예선곡 베스트
2020,33,97,Sacrifice,한승우,Fame
2020,33,98,다시 여기 바닷가 (Acoustic Ver.),이상순,두리쥬와 X LINDA X 신난다
2020,33,99,00:00 (Zero O`Clock),BTS,MAP OF THE SOUL : 7
2020,33,100,Black Swan,BTS,MAP OF THE SOUL : 7
2020,33,101,밤편지,아이유 (IU),밤편지
2020,33,102,스쿰빗스위밍 (Sukhumvit Swimming),온앤오프 (ONF),SPIN OFF
2020,33,103,친구,BTS,MAP OF THE SOUL : 7
2020,33,104,Juice,XXXXX,Juice
2020,33,105,Senorita,XXXXX,Senorita
2020,33,106,Square (2017),백예린,Every letter I sent you.
2020,33,107,OHIO,크러쉬 (CRUSH),OHIO
2020,33,108,주저하는 연인들을 위해,잔나비,전설
2020,33,109,comethru,XXXXX,"summer,"
2020,33,110,사계 (Four Seasons),태연 (TAEYEON),사계 (Four Seasons)
2020,33,111,STAY THE NIGHT (Feat. DeVita),GRAY (그레이),STAY THE NIGHT (취향저격 그녀 X GRAY) OST
2020,33,112,사랑에 연습이 있었다면 (Prod. 2soo),임재현,사랑에 연습이 있었다면
2020,33,113,사랑이 식었다고 말해도 돼,먼데이 키즈 (Monday Kiz),사랑이 식었다고 말해도 돼
2020,33,114,OCEAN VIEW (Feat.찬열),로시 (Rothy),OCEAN VIEW
2020,33,115,Birthday,XXXXX,Birthday
2020,33,116,Moon,BTS,MAP OF THE SOUL : 7
2020,33,117,Watermelon Sugar,Harry Styles,Fine Line
2020,33,118,Happy,태연 (TAEYEON),Happy
2020,33,119,Believer,XXXXX,Evolve
2020,33,120,다시 만날까 봐,V.O.S,다시 만날까 봐
2020,33,121,Shape of You,XXXXX,÷ (Deluxe)
2020,33,122,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize),/// (너 먹구름 비)
2020,33,123,Apple,여자친구 (GFRIEND),回:Song of the Sirens
2020,33,124,아하 (Oh my summer),코요태(KYT),Oh my summer
2020,33,125,Filter,BTS,MAP OF THE SOUL : 7
2020,33,126,LALALILALA,에이프릴(APRIL),7th Mini Album `Da Capo`
2020,33,127,너에게 못했던 내 마지막 말은,다비치,너에게 못했던 내 마지막 말은
2020,33,128,우리 만남이,폴킴,"정규 2집 `마음, 둘`"
2020,33,129,니 소식,송하예,니 소식
2020,33,130,10억뷰 (Feat. MOON),세훈&찬열,10억뷰 - The 1st Album
2020,33,131,그대라는 시,태연 (TAEYEON),호텔 델루나 OST Part.3
2020,33,132,여행,볼빨간사춘기 (BOL4),Red Diary Page.2
2020,33,133,Youth,XXXXX,Blue Neighbourhood (Deluxe)
2020,33,134,Way Back Home,숀 (SHAUN),Take
2020,33,135,Say So,Doja Cat,Hot Pink
2020,33,136,Attention,XXXXX,Voicenotes
2020,33,137,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (Maktub),Red Moon : SUPERNOVA
2020,33,138,그때가 좋았어,케이시 (Kassy),그때가 좋았어
2020,33,139,Speechless (Full),XXXXX,XXXXX
2020,33,140,Cool한 42 (with. 박문치 유니버스),박문치,Cool한 42
2020,33,141,Now or Never,에이프릴(APRIL),Summer Special Album `Hello Summer`
2020,33,142,"다시 난, 여기",백예린,사랑의 불시착 OST Part 4
2020,33,143,기억해줘요 내 모든 날과 그때를,거미,호텔 델루나 OST Part.7
2020,33,144,Bad,Christopher,Bad
2020,33,145,언제라도 어디에서라도,정승환,언제라도 어디에서라도
2020,33,146,술이 문제야,"장혜진, 윤민수",술이 문제야
2020,33,147,나의 오랜 연인에게,다비치,나의 오랜 연인에게
2020,33,148,보라빛 엽서,임영웅,내일은 미스터트롯 레전드 미션 베스트
2020,33,149,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Savage Love (Laxed - Siren Beat)
2020,33,150,ROXANNE,XXXXX,ROXANNE
2020,33,151,Sugar,XXXXX,V (Deluxe Edition)
2020,33,152,Circles,XXXXX,Hollywood`s Bleeding
2020,33,153,공중정원 (Garden In The Air),백현 (BAEKHYUN),Our Beloved BoA #1 - SM STATION
2020,33,154,넘쳐흘러,엠씨더맥스 (M.C The Max),Circular
2020,33,155,Blinding Lights,The Weeknd,Blinding Lights
2020,33,156,One Call Away,XXXXX,Nine Track Mind (Deluxe)
2020,33,157,노래방에서,장범준,장범준 3집
2020,33,158,빌었어,창모 (CHANGMO),Boyhood
2020,33,159,BUNGEE (Fall in Love),오마이걸 (OH MY GIRL),OH MY GIRL SUMMER PACKAGE (FALL IN LOVE)
2020,33,160,너의 번호를 누르고 (Prod. 영화처럼),#안녕,너의 번호를 누르고
2020,33,161,Forever Young,BLACKPINK,SQUARE UP
2020,33,162,불 좀 꺼줄래,"오반 (OVAN), 주식",불 좀 꺼줄래
2020,33,163,품,볼빨간사춘기 (BOL4),사춘기집Ⅱ 꽃 본 나비
2020,33,164,막걸리 한잔,영탁,내일은 미스터트롯 데스매치 PART1
2020,33,165,있어줘요,장덕철,있어줘요
2020,33,166,삐삐,아이유 (IU),삐삐
2020,33,167,시간의 바깥,아이유 (IU),Love poem
2020,33,168,사계 (하루살이),엠씨더맥스 (M.C The Max),Circular
2020,33,169,워커홀릭,볼빨간사춘기 (BOL4),Two Five
2020,33,170,Dance The Night Away,TWICE,Summer Nights
2020,33,171,"아마두 (Feat. 우원재, 김효은, 넉살, Huckleberry P)","염따 (YumDDa), 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉 (Simon Dominic)",Dingo X DAMOIM (Part 2)
2020,33,172,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK,SQUARE UP
2020,33,173,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE),두 번째 이야기
2020,33,174,Kill This Love,BLACKPINK,KILL THIS LOVE
2020,33,175,비행기,거북이,거북이 사요!!
2020,33,176,BAND,"창모, Hash Swan, ASH ISLAND, 김효은",BAND
2020,33,177,미친 소리,이예준,미친 소리
2020,33,178,Nobody`s Love,XXXXX,Nobody`s Love
2020,33,179,마지막처럼,BLACKPINK,마지막처럼
2020,33,180,On My Way,XXXXX,On My Way OST
2020,33,181,새 사랑,송하예,새 사랑
2020,33,182,Lonely Night,권진아,슬기로운 의사생활 OST Part 1
2020,33,183,Closer (Feat. Halsey),XXXXX,Collage
2020,33,184,달라달라,ITZY (있지),IT`z Different
2020,33,185,Stay Tonight,청하,Stay Tonight
2020,33,186,Never Not,XXXXX,I met you when I was 18. (the playlist)
2020,33,187,솔직하게 말해서 나,김나영,솔직하게 말해서 나
2020,33,188,Into the Unknown,XXXXX,XXXXX
2020,33,189,옥탑방,엔플라잉 (N.Flying),FLY HIGH PROJECT #2 `옥탑방`
2020,33,190,I Like Me Better,XXXXX,I met you when I was 18. (the playlist)
2020,33,191,High,5 Seconds Of Summer,CALM
2020,33,192,Supalonely (Feat. Gus Dapperton),BENEE,STELLA & STEVE
2020,33,193,선물,멜로망스(Melomance),Moonlight
2020,33,194,지나오다,닐로 (Nilo),About You
2020,33,195,Rain On Me,"Lady Gaga, XXXXX",Rain On Me
2020,33,196,빨간 맛 (Red Flavor),Red Velvet,The Red Summer - Summer Mini Album
2020,33,197,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (Maktub),Red Moon : Happiness
2020,33,198,FANCY,TWICE,FANCY YOU
2020,33,199,팔레트 (Feat. G-DRAGON),아이유 (IU),Palette
2020,33,200,Love Yourself,XXXXX,Purpose (Deluxe Edition)
2020,34,1,다시 여기 바닷가,"싹쓰리 (유두래곤, 린다G, 비룡)",다시 여기 바닷가
2020,34,2,눈누난나 (NUNU NANA),제시(Jessi),NUNA
2020,34,3,마리아 (Maria),화사(Hwa Sa),Mara
2020,34,4,그 여름을 틀어줘,"싹쓰리 (유두래곤, 린다G, 비룡)",그 여름을 틀어줘
2020,34,5,How You Like That,BLACKPINK,How You Like That
2020,34,6,Dynamite,BTS,Dynamite
2020,34,7,Summer Hate (Feat. 비),지코 (ZICO),RANDOM BOX
2020,34,8,eight (에잇) ,아이유 (IU),에잇
2020,34,9,Dolphin,오마이걸 (OH MY GIRL),NONSTOP
2020,34,10,When We Disco (Duet with 선미),박진영,When We Disco
2020,34,11,Downtown Baby,블루 (BLOO),Downtown Baby
2020,34,12,덤디덤디 (DUMDi DUMDi),(여자)아이들,덤디덤디 (DUMDi DUMDi)
2020,34,13,여름 안에서 (Covered By 싹쓰리) (Feat. 황광희),"싹쓰리 (유두래곤, 린다G, 비룡)",여름 안에서 (Covered By 싹쓰리)
2020,34,14,아로하,조정석,슬기로운 의사생활 OST Part 3
2020,34,15,홀로,이하이,홀로
2020,34,16,신난다 (Feat. 마마무),비룡,두리쥬와 X LINDA X 신난다
2020,34,17,보라빛 밤 (pporappippam),선미,보라빛 밤 (pporappippam)
2020,34,18,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),NONSTOP
2020,34,19,Not Shy,ITZY (있지),Not Shy
2020,34,20,LINDA (Feat. 윤미래),린다G,두리쥬와 X LINDA X 신난다
2020,34,21,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들) OST
2020,34,22,Dance Monkey,XXXXX,Dance Monkey
2020,34,23,Memories,XXXXX,Memories
2020,34,24,사랑하게 될 줄 알았어,전미도,슬기로운 의사생활 OST Part 11
2020,34,25,어떻게 지내,오반 (OVAN),어떻게 지내
2020,34,26,Blueming,아이유 (IU),Love poem
2020,34,27,METEOR,창모 (CHANGMO),Boyhood
2020,34,28,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3
2020,34,29,Don`t Start Now,XXXXX,Don`t Start Now
2020,34,30,Into the I-LAND,아이유 (IU),I-LAND Part.1 Signal Song
2020,34,31,아무노래,지코 (ZICO),아무노래
2020,34,32,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해
2020,34,33,PLAY (Feat. 창모),청하,PLAY
2020,34,34,2002,XXXXX,Speak Your Mind (Deluxe)
2020,34,35,처음처럼,엠씨더맥스 (M.C The Max),CEREMONIA
2020,34,36,오래된 노래,스탠딩 에그(Standing Egg),오래된 노래
2020,34,37,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서
2020,34,38,MORE & MORE,TWICE,MORE & MORE
2020,34,39,시작,가호 (Gaho),이태원 클라쓰 OST Part.2
2020,34,40,사랑은 지날수록 더욱 선명하게 남아,전상근,한 걸음 : 흔적
2020,34,41,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),BTS,MAP OF THE SOUL : PERSONA
2020,34,42,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3
2020,34,43,좋은 사람 있으면 소개시켜줘,조이 (JOY),슬기로운 의사생활 OST Part 2
2020,34,44,Psycho,Red Velvet,`The ReVe Festival` Finale
2020,34,45,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),Red Moon : To You My Light
2020,34,46,나비와 고양이 (Feat. 백현 (BAEKHYUN)),볼빨간사춘기 (BOL4),나비와 고양이
2020,34,47,Monster,Red Velvet - IRENE & SEULGI,Monster - The 1st Mini Album
2020,34,48,아틀란티스 소녀 (Atlantis Princess),볼빨간사춘기 (BOL4),Our Beloved BoA #2 - SM STATION
2020,34,49,마음을 드려요,아이유 (IU),사랑의 불시착 OST Part 11
2020,34,50,ON,BTS,MAP OF THE SOUL : 7
2020,34,51,거짓말이라도 해서 널 보고싶어,백지영,거짓말이라도 해서 널 보고싶어
2020,34,52,Love poem,아이유 (IU),Love poem
2020,34,53,Maniac,XXXXX,Maniac
2020,34,54,Paris In The Rain,XXXXX,I met you when I was 18. (the playlist)
2020,34,55,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해
2020,34,56,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡
2020,34,57,안녕,폴킴,호텔 델루나 OST Part.10
2020,34,58,덤더럼(Dumhdurum),에이핑크 (Apink),LOOK
2020,34,59,화려하지 않은 고백,규현 (KYUHYUN),슬기로운 의사생활 OST Part 4
2020,34,60,What You Waiting For,전소미,What You Waiting For
2020,34,61,"너에게 난, 나에게 넌",미도와 파라솔,슬기로운 의사생활 OST Part 12
2020,34,62,그때 그 아인,김필,이태원 클라쓰 OST Part.6
2020,34,63,어떻게 지내 (답가),런치,어떻게 지내 (답가)
2020,34,64,WANNABE,ITZY (있지),IT`z ME
2020,34,65,취했나봐,황인욱,취했나봐
2020,34,66,FIESTA,IZ*ONE,BLOOM*IZ
2020,34,67,돌덩이,하현우,이태원 클라쓰 OST Part.3
2020,34,68,봄날,BTS,YOU NEVER WALK ALONE
2020,34,69,HIP,마마무 (Mamamoo),reality in BLACK
2020,34,70,bad guy,XXXXX,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
2020,34,71,환상동화 (Secret Story of the Swan),IZ*ONE,Oneiric Diary (幻想日記)
2020,34,72,Painkiller,XXXXX,Painkiller
2020,34,73,첫 줄,신용재,Dear
2020,34,74,반만,진민호,반만
2020,34,75,Stuck with U,XXXXX,Stuck with U
2020,34,76,너를 만나,폴킴,너를 만나
2020,34,77,깡 Official Remix,"식케이, pH-1, 박재범, 김하온 (HAON)",깡 Official Remix
2020,34,78,To Die For,XXXXX,To Die For
2020,34,79,두리쥬와 (Feat. S.B.N),유두래곤,두리쥬와 X LINDA X 신난다
2020,34,80,찐이야,영탁,내일은 미스터트롯 결승전 베스트
2020,34,81,아직 너의 시간에 살아,이수현,사이코지만 괜찮아 OST Part.4
2020,34,82,12:45 (Stripped),XXXXX,12:45 (Stripped)
2020,34,83,나가,"먼데이 키즈 (Monday Kiz), 이예준",나가
2020,34,84,내 눈물 모아,휘인 (Whee In),슬기로운 의사생활 OST Part 8
2020,34,85,그대 고운 내사랑,어반 자카파 (Urban Zakapa),슬기로운 의사생활 OST Part 5
2020,34,86,시든 꽃에 물을 주듯,HYNN(박혜원),시든 꽃에 물을 주듯
2020,34,87,비,폴킴,비
2020,34,88,어느 60대 노부부이야기,임영웅,내일은 미스터트롯 트롯 에이드 베스트
2020,34,89,사랑이란 멜로는 없어,전상근,사랑이란 멜로는 없어
2020,34,90,바램,임영웅,내일은 미스터트롯 예선곡 베스트
2020,34,91,너를 사랑하고 있어,백현 (BAEKHYUN),낭만닥터 김사부 2 OST Part.1
2020,34,92,Left & Right,세븐틴,7th Mini Album `헹가래`
2020,34,93,니가 왜 거기서 나와 (Narr. 고은아),영탁,니가 왜 거기서 나와
2020,34,94,조금 취했어 (Prod. 2soo),임재현,조금 취했어
2020,34,95,00:00 (Zero O`Clock),BTS,MAP OF THE SOUL : 7
2020,34,96,Black Swan,BTS,MAP OF THE SOUL : 7
2020,34,97,OCEAN VIEW (Feat.찬열),로시 (Rothy),OCEAN VIEW
2020,34,98,Candy,백현 (BAEKHYUN),Delight - The 2nd Mini Album
2020,34,99,Error (Feat. Loopy),ASH ISLAND,Error
2020,34,100,친구,BTS,MAP OF THE SOUL : 7
2020,34,101,포장마차,황인욱,포장마차
2020,34,102,STAY THE NIGHT (Feat. DeVita),GRAY (그레이),STAY THE NIGHT (취향저격 그녀 X GRAY) OST
2020,34,103,밤편지,아이유 (IU),밤편지
2020,34,104,Watermelon Sugar,Harry Styles,Fine Line
2020,34,105,Juice,XXXXX,Juice
2020,34,106,주저하는 연인들을 위해,잔나비,전설
2020,34,107,Senorita,XXXXX,Senorita
2020,34,108,Square (2017),백예린,Every letter I sent you.
2020,34,109,comethru,XXXXX,"summer,"
2020,34,110,사계 (Four Seasons),태연 (TAEYEON),사계 (Four Seasons)
2020,34,111,오늘따라 비가 와서 그런가 봐,솔지,오늘따라 비가 와서 그런가 봐
2020,34,112,사랑에 연습이 있었다면 (Prod. 2soo),임재현,사랑에 연습이 있었다면
2020,34,113,Moon,BTS,MAP OF THE SOUL : 7
2020,34,114,Whale,세정,Whale
2020,34,115,사랑이 식었다고 말해도 돼,먼데이 키즈 (Monday Kiz),사랑이 식었다고 말해도 돼
2020,34,116,LALALILALA,에이프릴(APRIL),7th Mini Album `Da Capo`
2020,34,117,다시 여기 바닷가 (Acoustic Ver.),이상순,두리쥬와 X LINDA X 신난다
2020,34,118,Birthday,XXXXX,Birthday
2020,34,119,Filter,BTS,MAP OF THE SOUL : 7
2020,34,120,Believer,XXXXX,Evolve
2020,34,121,OHIO,크러쉬 (CRUSH),OHIO
2020,34,122,Shape of You,XXXXX,÷ (Deluxe)
2020,34,123,다시 만날까 봐,V.O.S,다시 만날까 봐
2020,34,124,Happy,태연 (TAEYEON),Happy
2020,34,125,Bad,Christopher,Bad
2020,34,126,너에게 못했던 내 마지막 말은,다비치,너에게 못했던 내 마지막 말은
2020,34,127,Way Back Home,숀 (SHAUN),Take
2020,34,128,여행,볼빨간사춘기 (BOL4),Red Diary Page.2
2020,34,129,니 소식,송하예,니 소식
2020,34,130,Milky Way,Red Velvet,Our Beloved BoA #4 - SM STATION
2020,34,131,Youth,XXXXX,Blue Neighbourhood (Deluxe)
2020,34,132,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Savage Love (Laxed - Siren Beat)
2020,34,133,Say So,Doja Cat,Hot Pink
2020,34,134,그대라는 시,태연 (TAEYEON),호텔 델루나 OST Part.3
2020,34,135,Attention,XXXXX,Voicenotes
2020,34,136,오래된 노래,임영웅,사랑의 콜센타 PART19
2020,34,137,그때가 좋았어,케이시 (Kassy),그때가 좋았어
2020,34,138,Speechless (Full),XXXXX,XXXXX
2020,34,139,우리 만남이,폴킴,"정규 2집 `마음, 둘`"
2020,34,140,보라빛 엽서,임영웅,내일은 미스터트롯 레전드 미션 베스트
2020,34,141,"다시 난, 여기",백예린,사랑의 불시착 OST Part 4
2020,34,142,기억해줘요 내 모든 날과 그때를,거미,호텔 델루나 OST Part.7
2020,34,143,Apple,여자친구 (GFRIEND),回:Song of the Sirens
2020,34,144,Sugar,XXXXX,V (Deluxe Edition)
2020,34,145,술이 문제야,"장혜진, 윤민수",술이 문제야
2020,34,146,Blinding Lights,The Weeknd,Blinding Lights
2020,34,147,Now or Never,에이프릴(APRIL),Summer Special Album `Hello Summer`
2020,34,148,나의 오랜 연인에게,다비치,나의 오랜 연인에게
2020,34,149,시차,BTS,MAP OF THE SOUL : 7
2020,34,150,ROXANNE,XXXXX,ROXANNE
2020,34,151,너의 번호를 누르고 (Prod. 영화처럼),#안녕,너의 번호를 누르고
2020,34,152,Circles,XXXXX,Hollywood`s Bleeding
2020,34,153,We are Bulletproof : the Eternal,BTS,MAP OF THE SOUL : 7
2020,34,154,To Be Young (Feat. Doja Cat),XXXXX,To Be Young
2020,34,155,넘쳐흘러,엠씨더맥스 (M.C The Max),Circular
2020,34,156,One Call Away,XXXXX,Nine Track Mind (Deluxe)
2020,34,157,BUNGEE (Fall in Love),오마이걸 (OH MY GIRL),OH MY GIRL SUMMER PACKAGE (FALL IN LOVE)
2020,34,158,노래방에서,장범준,장범준 3집
2020,34,159,빌었어,창모 (CHANGMO),Boyhood
2020,34,160,언제라도 어디에서라도,정승환,언제라도 어디에서라도
2020,34,161,Forever Young,BLACKPINK,SQUARE UP
2020,34,162,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize),/// (너 먹구름 비)
2020,34,163,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (Maktub),Red Moon : SUPERNOVA
2020,34,164,막걸리 한잔,영탁,내일은 미스터트롯 데스매치 PART1
2020,34,165,Dance The Night Away,TWICE,Summer Nights
2020,34,166,달라달라,ITZY (있지),IT`z Different
2020,34,167,비행기,거북이,거북이 사요!!
2020,34,168,사계 (하루살이),엠씨더맥스 (M.C The Max),Circular
2020,34,169,있어줘요,장덕철,있어줘요
2020,34,170,삐삐,아이유 (IU),삐삐
2020,34,171,시간의 바깥,아이유 (IU),Love poem
2020,34,172,10억뷰 (Feat. MOON),세훈&찬열,10억뷰 - The 1st Album
2020,34,173,마지막처럼,BLACKPINK,마지막처럼
2020,34,174,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE),두 번째 이야기
2020,34,175,"아마두 (Feat. 우원재, 김효은, 넉살, Huckleberry P)","염따 (YumDDa), 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉 (Simon Dominic)",Dingo X DAMOIM (Part 2)
2020,34,176,워커홀릭,볼빨간사춘기 (BOL4),Two Five
2020,34,177,BAND,"창모, Hash Swan, ASH ISLAND, 김효은",BAND
2020,34,178,미친 소리,이예준,미친 소리
2020,34,179,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK,SQUARE UP
2020,34,180,Inner Child,BTS,MAP OF THE SOUL : 7
2020,34,181,On My Way,XXXXX,On My Way OST
2020,34,182,Kill This Love,BLACKPINK,KILL THIS LOVE
2020,34,183,Closer (Feat. Halsey),XXXXX,Collage
2020,34,184,품,볼빨간사춘기 (BOL4),사춘기집Ⅱ 꽃 본 나비
2020,34,185,아하 (Oh my summer),코요태(KYT),Oh my summer
2020,34,186,새 사랑,송하예,새 사랑
2020,34,187,빨간 맛 (Red Flavor),Red Velvet,The Red Summer - Summer Mini Album
2020,34,188,Never Not,XXXXX,I met you when I was 18. (the playlist)
2020,34,189,Supalonely (Feat. Gus Dapperton),BENEE,STELLA & STEVE
2020,34,190,솔직하게 말해서 나,김나영,솔직하게 말해서 나
2020,34,191,팔레트 (Feat. G-DRAGON),아이유 (IU),Palette
2020,34,192,I Like Me Better,XXXXX,I met you when I was 18. (the playlist)
2020,34,193,옥탑방,엔플라잉 (N.Flying),FLY HIGH PROJECT #2 `옥탑방`
2020,34,194,서툰 이별을 하려해 (Feat.전상근),윤토벤 (YounToven),서툰 이별을 하려해
2020,34,195,Love Yourself,XXXXX,Purpose (Deluxe Edition)
2020,34,196,High,5 Seconds Of Summer,CALM
2020,34,197,Into the Unknown,XXXXX,XXXXX
2020,34,198,선물,멜로망스(Melomance),Moonlight
2020,34,199,지나오다,닐로 (Nilo),About You
2020,34,200,FANCY,TWICE,FANCY YOU
2020,35,1,Dynamite,BTS,Dynamite
2020,35,2,다시 여기 바닷가,"싹쓰리 (유두래곤, 린다G, 비룡)",다시 여기 바닷가
2020,35,3,눈누난나 (NUNU NANA),제시(Jessi),NUNA
2020,35,4,마리아 (Maria),화사(Hwa Sa),Mara
2020,35,5,When We Disco (Duet with 선미),박진영,When We Disco
2020,35,6,How You Like That,BLACKPINK,How You Like That
2020,35,7,그 여름을 틀어줘,"싹쓰리 (유두래곤, 린다G, 비룡)",그 여름을 틀어줘
2020,35,8,덤디덤디 (DUMDi DUMDi),(여자)아이들,덤디덤디 (DUMDi DUMDi)
2020,35,9,Not Shy,ITZY (있지),Not Shy
2020,35,10,Dolphin,오마이걸 (OH MY GIRL),NONSTOP
2020,35,11,eight (에잇) ,아이유 (IU),에잇
2020,35,12,Summer Hate (Feat. 비),지코 (ZICO),RANDOM BOX
2020,35,13,Downtown Baby,블루 (BLOO),Downtown Baby
2020,35,14,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들) OST
2020,35,15,아로하,조정석,슬기로운 의사생활 OST Part 3
2020,35,16,홀로,이하이,홀로
2020,35,17,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN),내 마음이 움찔했던 순간 (취향저격 그녀 X 규현) OST
2020,35,18,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),NONSTOP
2020,35,19,여름 안에서 (Covered By 싹쓰리) (Feat. 황광희),"싹쓰리 (유두래곤, 린다G, 비룡)",여름 안에서 (Covered By 싹쓰리)
2020,35,20,보라빛 밤 (pporappippam),선미,보라빛 밤 (pporappippam)
2020,35,21,신난다 (Feat. 마마무),비룡,두리쥬와 X LINDA X 신난다
2020,35,22,오래된 노래,스탠딩 에그(Standing Egg),오래된 노래
2020,35,23,Dance Monkey,XXXXX,Dance Monkey
2020,35,24,Memories,XXXXX,Memories
